driver_id,customer_id,n_trips,avg_gmv,n_ghost,min_gap_min,n_close_gap,n_gap_valid,promo_rate,pct_close_gap,ghost_rate,high_confidence,n_rated_by_customer,n_rated_by_driver,pct_rate_customer_is_5,pct_rate_driver_is_5,mutual_perfect_rating,total_gmv_flagged,if_score_percentile,vae_rank_pct,lof_score_percentile
04bf4f8bb7341ea1,fecd6c6d418a8e00,24,27875.0,15,1.1166666666666667,16,23,0.0,0.6956521739130435,0.625,True,22,24,1.0,1.0,True,669000.0,0.003096440704055442,0.08191070079791518,0.26387044348906225
052760bc4af30acb,5b75e6bcce36c911,27,141777.77777777778,0,10.483333333333333,0,26,1.0,0.0,0.0,False,4,0,1.0,,False,3828000.0,0.004707305810211453,0.02255211148618419,0.5756480152352043
052d15e8e3c63f78,98de52db107e592c,24,172725.0,0,25.73333333333333,0,23,0.5833333333333334,0.0,0.0,False,21,24,1.0,1.0,True,4145400.0,0.004317118484498108,0.0075603268982255,0.28606816465189205
0539a81b56b7960e,7db6a84fcac2a668,38,161552.63157894736,1,38.333333333333336,0,37,0.868421052631579,0.0,0.0263157894736842,False,21,0,1.0,,False,6139000.0,0.006046113698438892,0.003765844648169203,0.18626970177517335
05cd2390b121e91e,4f4cb160d5d27f46,31,34709.67741935484,1,16.283333333333335,0,30,1.0,0.0,0.032258064516129,False,14,31,1.0,0.967741935483871,False,1076000.0,0.014930929683948267,0.0021764577434285615,0.00854474446309866
05f12f9e3c541f9c,b39c25b8e34fbe9e,28,131678.57142857142,0,11.633333333333333,0,27,0.8214285714285714,0.0,0.0,False,12,24,1.0,1.0,True,3687000.0,0.002928194792968037,0.009156873203437943,0.170096616109367
0615ca7f371a083a,6d37377f7867dfa4,53,125547.16981132075,1,5.35,0,52,0.0,0.0,0.0188679245283018,False,3,0,1.0,,False,6654000.0,0.0197706844028881,0.003783743149348706,0.0261425508227941
065c763e856f1601,d4451c264d27d378,32,253843.75,16,34.46666666666667,0,31,0.8125,0.0,0.5,True,26,32,1.0,1.0,True,8123000.0,0.001106127372893794,0.0019831539306898183,0.011179403836722713
06d43b133ae6fc47,17a2a0784fef34c9,29,155586.2068965517,1,26.516666666666666,0,28,0.8620689655172413,0.0,0.0344827586206896,False,14,29,1.0,1.0,True,4512000.0,0.006962516958829867,0.011032636127050743,0.3641306876962123
06dc1428ff38bf0b,8b3402138b33ade8,45,126533.33333333331,5,15.383333333333333,0,44,1.0,0.0,0.1111111111111111,False,38,41,1.0,1.0,True,5694000.0,0.00040450612665695376,0.0002792166184003575,0.03343797990356288
070c31d82d27be10,a94eee42c384b28e,26,233038.46153846156,0,162.53333333333333,0,25,0.0769230769230769,0.0,0.0,False,21,26,1.0,1.0,True,6059000.0,0.012829645645473647,0.011390606150640914,0.234180409732489
078d7c03477c4db5,220ef7f62b4f8201,30,150900.0,0,28.8,0,29,0.9,0.0,0.0,False,9,30,1.0,1.0,True,4527000.0,0.006901662054819529,0.005430405257863757,0.08994354812727982
07b48acb0c535a99,89cb3800ad24bd8a,30,112100.0,27,0.3,22,29,1.0,0.7586206896551724,0.9,True,29,18,1.0,1.0,True,3363000.0,9.665190636936063e-05,0.0003400715224106676,0.018199195999327015
07e4c5c3da28fae3,b887239f5c95624a,30,436566.6666666667,2,14.116666666666667,0,29,0.8,0.0,0.0666666666666666,False,24,28,1.0,1.0,True,13097000.0,0.003397135523871231,0.004381553088744328,0.08101935543917552
0888b2b1b0ec8820,313113be6f17c7d8,32,197781.25,2,50.03333333333333,0,31,0.75,0.0,0.0625,False,31,0,1.0,,False,6329000.0,0.006590228134296034,0.0033219618189173072,0.06365780929504963
098ab00f18ffe1c0,048be285f6b47a8a,31,166322.5806451613,2,18.683333333333334,0,30,0.967741935483871,0.0,0.064516129032258,False,24,30,1.0,1.0,True,5156000.0,0.005190565342058256,0.009704567339530956,0.8339627639581462
09a6686e435a0903,1009378fed7401c3,24,273708.3333333333,0,46.88333333333333,0,23,0.25,0.0,0.0,False,11,24,1.0,1.0,True,6569000.0,0.03255737364553092,0.017007155820771613,0.15732066596743188
0a0765186176682d,3b7639f4d53989f1,26,313807.6923076923,1,51.31666666666667,0,25,0.9230769230769232,0.0,0.0384615384615384,False,11,0,1.0,,False,8159000.0,0.0011562431761964252,0.004360074887328924,0.21481781115649376
0a977205db9cf63c,6110f5c1481e2a84,36,38777.77777777778,1,6.45,0,35,0.0,0.0,0.0277777777777777,False,0,1,,1.0,False,1396000.0,0.028387022870704808,0.009615074833633441,0.050323425916313766
